mes,numero,dia_semana,dia_num,nombre_cliente,apellido_cliente,agencia,tipo_pasapalo,cantidad,costo_unitario,precio_por_pasapalo,total_a_pagar,ubicacion_agencia,mantenimiento_agencia
febrero,7618,martes,1,Pedro,Soto,el triunfo,3,6,1.69,4.74,28.44,valencia,567
febrero,3635,lunes,6,Juan,Martinez,el triunfo,2,2,0.83,3.38,6.76,valencia,567
marzo,8452,miercoles,5,Mia,Torres,la felicidad,6,67,0.65,4.25,284.75,valencia,746
marzo,7328,viernes,11,Juan,Soto,la felicidad,0,67,1.25,3.24,217.08,cucuta,746
febrero,1879,sabado,10,Pedro,Garcia,la felicidad,1,51,0.87,4.34,221.34,cucuta,778
marzo,8240,miercoles,9,Juan,Gonzalez,la felicidad,1,45,0.87,4.34,195.3,san cristobal,746
febrero,8083,viernes,17,Samantha,Rodriguez,la felicidad,1,55,0.87,4.34,238.7,san cristobal,778
marzo,1887,lunes,5,Pedro,Lopez,la felicidad,5,2,1.23,1.96,3.92,cucuta,746
marzo,9619,jueves,16,Miguel,Jimenez,la felicidad,3,91,1.69,4.74,431.34,caracas,746
enero,4521,domingo,23,Isabella,Sanchez,la felicidad,0,62,1.25,3.24,200.88,caracas,610
enero,1887,jueves,3,Pedro,Lopez,la felicidad,6,7,0.65,4.25,29.75,cucuta,610
marzo,4235,viernes,20,Mia,Lopez,la felicidad,4,25,1.8,4.88,122.0,san cristobal,746
febrero,8023,sabado,7,Valentina,Sanchez,la felicidad,4,43,1.8,4.88,209.84,caracas,778
febrero,2650,domingo,10,Andrea,Jimenez,la felicidad,5,82,1.23,1.96,160.72,valencia,778
febrero,9178,martes,5,Isabella,Lopez,la felicidad,0,65,1.25,3.24,210.6,valencia,778
marzo,8980,sabado,27,Valentina,Lopez,la felicidad,2,40,0.83,3.38,135.2,cucuta,746
febrero,6630,domingo,7,Mia,Martinez,la felicidad,4,83,1.8,4.88,405.04,valencia,778
marzo,5774,sabado,17,Mia,Rodriguez,la felicidad,4,28,1.8,4.88,136.64,valencia,746
enero,8377,domingo,20,Mia,Jimenez,la felicidad,7,19,0.52,4.78,90.82,caracas,610
marzo,8697,jueves,27,Sofía,Lopez,la felicidad,1,31,0.87,4.34,134.54,san cristobal,746
febrero,4053,martes,11,Isabella,Martinez,la felicidad,0,82,1.25,3.24,265.68,san cristobal,778
marzo,2977,miercoles,26,Valentina,Rodriguez,la felicidad,7,13,0.52,4.78,62.14,cucuta,746
marzo,6790,martes,9,Sofía,Jimenez,la felicidad,1,36,0.87,4.34,156.24,san cristobal,746
febrero,2743,domingo,21,Miguel,Perez,la felicidad,6,72,0.65,4.25,306.0,cucuta,778
enero,9512,jueves,24,Samantha,Martinez,la felicidad,1,10,0.87,4.34,43.4,valencia,610
marzo,3307,jueves,13,Mia,Gonzalez,la felicidad,1,63,0.87,4.34,273.42,cucuta,746
enero,7805,domingo,25,Valentina,Soto,la felicidad,6,36,0.65,4.25,153.0,cucuta,610
febrero,1757,sabado,28,Miguel,Martinez,la felicidad,7,80,0.52,4.78,382.4,cucuta,778
febrero,7328,miercoles,8,Juan,Soto,la felicidad,2,40,0.83,3.38,135.2,valencia,778
enero,8980,martes,23,Valentina,Lopez,la felicidad,3,92,1.69,4.74,436.08,valencia,610
febrero,8472,domingo,10,Andrea,Torres,la felicidad,1,26,0.87,4.34,112.84,valencia,778
febrero,1067,miercoles,1,Lucas,Garcia,la felicidad,3,15,1.69,4.74,71.1,san cristobal,778
febrero,2650,domingo,28,Andrea,Jimenez,la felicidad,1,23,0.87,4.34,99.82,valencia,778
enero,7401,jueves,23,Lucas,Sanchez,la felicidad,4,62,1.8,4.88,302.56,san cristobal,610
enero,6715,sabado,1,Lucas,Perez,la felicidad,2,76,0.83,3.38,256.88,cucuta,610
enero,1589,lunes,3,Andrea,Martinez,la felicidad,7,35,0.52,4.78,167.3,cucuta,610
marzo,5815,domingo,27,Lucas,Soto,la felicidad,1,57,0.87,4.34,247.38,valencia,746
marzo,4179,martes,12,Valentina,Jimenez,la felicidad,7,71,0.52,4.78,339.38,caracas,746
marzo,6047,domingo,12,Valentina,Perez,la felicidad,7,93,0.52,4.78,444.54,cucuta,746
marzo,3635,martes,13,Juan,Martinez,la felicidad,6,90,0.65,4.25,382.5,cucuta,746
enero,6047,viernes,26,Valentina,Perez,la felicidad,4,40,1.8,4.88,195.2,san cristobal,610
enero,1469,domingo,1,Juan,Rodriguez,la felicidad,5,41,1.23,1.96,80.36,caracas,610
enero,2977,jueves,26,Valentina,Rodriguez,la felicidad,5,58,1.23,1.96,113.68,caracas,610
febrero,4179,martes,4,Valentina,Jimenez,la felicidad,0,43,1.25,3.24,139.32,valencia,778
marzo,6790,martes,25,Sofía,Jimenez,la felicidad,7,29,0.52,4.78,138.62,san cristobal,746
febrero,7819,domingo,8,Mia,Sanchez,la felicidad,1,30,0.87,4.34,130.2,caracas,778
febrero,2743,jueves,22,Miguel,Perez,la felicidad,5,73,1.23,1.96,143.08,caracas,778
enero,4179,viernes,22,Valentina,Jimenez,la felicidad,6,64,0.65,4.25,272.0,cucuta,610
febrero,7328,viernes,23,Juan,Soto,la felicidad,2,7,0.83,3.38,23.66,cucuta,778
enero,1244,martes,14,Valentina,Garcia,la felicidad,7,13,0.52,4.78,62.14,san cristobal,610
febrero,4712,domingo,13,Pedro,Gonzalez,la felicidad,1,90,0.87,4.34,390.6,san cristobal,778
marzo,7522,miercoles,5,Samantha,Soto,la felicidad,5,21,1.23,1.96,41.16,san cristobal,746
enero,1757,sabado,2,Miguel,Martinez,el destino,6,82,0.65,4.25,348.5,valencia,505
enero,7618,lunes,20,Pedro,Soto,el destino,7,85,0.52,4.78,406.3,cucuta,505
febrero,8377,sabado,5,Mia,Jimenez,el destino,4,77,1.8,4.88,375.76,valencia,735
marzo,1378,miercoles,12,Andrea,Rodriguez,el destino,5,54,1.23,1.96,105.84,san cristobal,763
enero,4179,viernes,13,Valentina,Jimenez,el destino,5,9,1.23,1.96,17.64,cucuta,505
marzo,1757,viernes,15,Miguel,Martinez,el destino,5,9,1.23,1.96,17.64,valencia,763
febrero,7955,sabado,24,Pedro,Sanchez,el destino,4,22,1.8,4.88,107.36,caracas,735
febrero,3307,jueves,7,Mia,Gonzalez,el destino,0,98,1.25,3.24,317.52,caracas,735
marzo,3307,jueves,13,Mia,Gonzalez,el destino,0,3,1.25,3.24,9.72,cucuta,763
febrero,7618,domingo,17,Pedro,Soto,el destino,6,85,0.65,4.25,361.25,san cristobal,735
febrero,9728,sabado,17,Juan,Jimenez,el destino,1,45,0.87,4.34,195.3,caracas,735
enero,7328,viernes,16,Juan,Soto,el destino,7,76,0.52,4.78,363.28,valencia,505
enero,4712,viernes,26,Pedro,Gonzalez,el destino,7,55,0.52,4.78,262.9,cucuta,505
enero,4309,martes,11,Valentina,Torres,el destino,1,41,0.87,4.34,177.94,caracas,505
marzo,6047,viernes,29,Valentina,Perez,el destino,0,59,1.25,3.24,191.16,san cristobal,763
marzo,7067,martes,19,Pedro,Torres,el destino,0,15,1.25,3.24,48.6,caracas,763
marzo,8376,miercoles,6,Samantha,Gonzalez,el destino,6,89,0.65,4.25,378.25,cucuta,763
enero,7328,domingo,17,Juan,Soto,el destino,3,76,1.69,4.74,360.24,san cristobal,505
marzo,1161,sabado,12,Isabella,Perez,el destino,5,56,1.23,1.96,109.76,valencia,763
enero,1212,viernes,14,Miguel,Rodriguez,el destino,2,79,0.83,3.38,267.02,valencia,505
febrero,7522,viernes,26,Samantha,Soto,el destino,7,37,0.52,4.78,176.86,san cristobal,735
marzo,8326,jueves,3,Sofía,Garcia,el destino,1,22,0.87,4.34,95.48,cucuta,763
febrero,7955,domingo,26,Pedro,Sanchez,el destino,6,97,0.65,4.25,412.25,san cristobal,735
marzo,6270,martes,21,Sofía,Sanchez,el destino,1,80,0.87,4.34,347.2,cucuta,763
febrero,9499,viernes,13,Isabella,Rodriguez,el destino,4,54,1.8,4.88,263.52,cucuta,735
febrero,9512,domingo,14,Samantha,Martinez,el destino,1,99,0.87,4.34,429.66,cucuta,735
febrero,6790,domingo,23,Sofía,Jimenez,el destino,6,99,0.65,4.25,420.75,caracas,735
enero,1886,martes,10,Juan,Lopez,el destino,3,10,1.69,4.74,47.4,cucuta,505
marzo,3307,domingo,18,Mia,Gonzalez,el destino,0,10,1.25,3.24,32.4,valencia,763
enero,9178,sabado,3,Isabella,Lopez,el destino,6,83,0.65,4.25,352.75,caracas,505
marzo,2519,viernes,26,Mia,Perez,el destino,7,75,0.52,4.78,358.5,caracas,763
febrero,7118,martes,27,Pedro,Perez,el destino,2,52,0.83,3.38,175.76,valencia,735
marzo,6091,jueves,26,Samantha,Jimenez,el destino,5,6,1.23,1.96,11.76,cucuta,763
febrero,6843,jueves,18,Andrea,Lopez,el destino,6,48,0.65,4.25,204.0,caracas,735
enero,6023,sabado,1,Lucas,Martinez,el destino,5,96,1.23,1.96,188.16,caracas,505
febrero,6333,lunes,20,Isabella,Garcia,el destino,6,75,0.65,4.25,318.75,san cristobal,735
enero,9728,sabado,9,Juan,Jimenez,el destino,6,43,0.65,4.25,182.75,valencia,505
marzo,7522,viernes,12,Samantha,Soto,el destino,0,99,1.25,3.24,320.76,caracas,763
enero,1788,martes,21,Miguel,Torres,el destino,7,48,0.52,4.78,229.44,san cristobal,505
marzo,8697,miercoles,2,Sofía,Lopez,el destino,1,50,0.87,4.34,217.0,caracas,763
marzo,6023,martes,24,Lucas,Martinez,el destino,1,80,0.87,4.34,347.2,san cristobal,763
enero,4521,viernes,10,Isabella,Sanchez,el destino,6,44,0.65,4.25,187.0,caracas,505
enero,1161,jueves,30,Isabella,Perez,el destino,2,93,0.83,3.38,314.34,caracas,505
marzo,8376,jueves,17,Samantha,Gonzalez,el destino,0,67,1.25,3.24,217.08,valencia,763
enero,2011,miercoles,25,Miguel,Sanchez,el destino,4,4,1.8,4.88,19.52,cucuta,505
febrero,7305,viernes,16,Miguel,Garcia,el destino,1,41,0.87,4.34,177.94,caracas,735
febrero,2743,martes,11,Miguel,Perez,el destino,7,2,0.52,4.78,9.56,san cristobal,735
febrero,2519,miercoles,27,Mia,Perez,el destino,6,92,0.65,4.25,391.0,san cristobal,735
enero,6091,lunes,11,Samantha,Jimenez,el destino,7,38,0.52,4.78,181.64,caracas,505
febrero,1757,domingo,24,Miguel,Martinez,el destino,3,62,1.69,4.74,293.88,caracas,735
marzo,3633,domingo,1,Pedro,Rodriguez,la concordia,7,57,0.52,4.78,272.46,valencia,578
marzo,9184,jueves,27,Isabella,Torres,la concordia,0,65,1.25,3.24,210.6,cucuta,578
enero,1656,domingo,14,Andrea,Perez,la concordia,6,100,0.65,4.25,425.0,san cristobal,735
enero,4179,miercoles,2,Valentina,Jimenez,la concordia,6,77,0.65,4.25,327.25,valencia,735
enero,6136,miercoles,3,Andrea,Soto,la concordia,5,97,1.23,1.96,190.12,caracas,735
enero,7955,domingo,8,Pedro,Sanchez,la concordia,3,65,1.69,4.74,308.1,caracas,735
enero,8452,miercoles,15,Mia,Torres,la concordia,2,19,0.83,3.38,64.22,san cristobal,735
enero,7211,lunes,1,Sofía,Torres,la concordia,5,20,1.23,1.96,39.2,valencia,735
enero,9619,martes,20,Miguel,Jimenez,la concordia,3,55,1.69,4.74,260.7,valencia,735
enero,9178,jueves,3,Isabella,Lopez,la concordia,0,53,1.25,3.24,171.72,valencia,735
marzo,9512,jueves,25,Samantha,Martinez,la concordia,3,97,1.69,4.74,459.78,valencia,578
marzo,4521,lunes,30,Isabella,Sanchez,la concordia,2,27,0.83,3.38,91.26,cucuta,578
marzo,7118,lunes,29,Pedro,Perez,la concordia,1,55,0.87,4.34,238.7,valencia,578
marzo,5815,lunes,6,Lucas,Soto,la concordia,7,39,0.52,4.78,186.42,caracas,578
febrero,2962,jueves,16,Andrea,Garcia,la concordia,3,38,1.69,4.74,180.12,san cristobal,730
enero,7751,lunes,15,Mia,Garcia,la concordia,3,88,1.69,4.74,417.12,cucuta,735
febrero,8326,martes,25,Sofía,Garcia,la concordia,5,50,1.23,1.96,98.0,cucuta,730
marzo,7305,miercoles,17,Miguel,Garcia,la concordia,5,57,1.23,1.96,111.72,cucuta,578
marzo,7328,viernes,21,Juan,Soto,la concordia,1,62,0.87,4.34,269.08,cucuta,578
enero,7167,miercoles,12,Isabella,Gonzalez,la concordia,7,21,0.52,4.78,100.38,caracas,735
enero,7522,lunes,30,Samantha,Soto,la concordia,4,89,1.8,4.88,434.32,valencia,735
enero,9512,martes,18,Samantha,Martinez,la concordia,2,39,0.83,3.38,131.82,san cristobal,735
febrero,6091,domingo,16,Samantha,Jimenez,la concordia,7,86,0.52,4.78,411.08,caracas,730
enero,2977,lunes,24,Valentina,Rodriguez,la concordia,4,20,1.8,4.88,97.6,san cristobal,735
marzo,7328,sabado,24,Juan,Soto,la concordia,6,47,0.65,4.25,199.75,valencia,578
enero,7618,martes,13,Pedro,Soto,la concordia,6,51,0.65,4.25,216.75,valencia,735
marzo,8778,sabado,26,Samantha,Perez,la concordia,0,12,1.25,3.24,38.88,caracas,578
febrero,9512,domingo,6,Samantha,Martinez,la concordia,3,83,1.69,4.74,393.42,valencia,730
enero,6790,martes,4,Sofía,Jimenez,la concordia,5,34,1.23,1.96,66.64,san cristobal,735
febrero,8517,jueves,16,Mia,Soto,la concordia,6,62,0.65,4.25,263.5,caracas,730
marzo,1928,jueves,20,Lucas,Gonzalez,la concordia,3,79,1.69,4.74,374.46,caracas,578
febrero,5815,sabado,10,Lucas,Soto,la concordia,4,47,1.8,4.88,229.36,valencia,730
febrero,6025,sabado,12,Samantha,Garcia,la concordia,6,93,0.65,4.25,395.25,caracas,730
marzo,2743,miercoles,15,Miguel,Perez,la concordia,3,93,1.69,4.74,440.82,valencia,578
enero,7067,miercoles,26,Pedro,Torres,la concordia,5,89,1.23,1.96,174.44,san cristobal,735
enero,7751,domingo,11,Mia,Garcia,la concordia,4,57,1.8,4.88,278.16,san cristobal,735
marzo,1469,jueves,7,Juan,Rodriguez,la concordia,6,25,0.65,4.25,106.25,valencia,578
enero,2977,lunes,16,Valentina,Rodriguez,la concordia,2,16,0.83,3.38,54.08,valencia,735
febrero,4235,jueves,28,Mia,Lopez,la concordia,3,21,1.69,4.74,99.54,san cristobal,730
febrero,2678,sabado,27,Andrea,Sanchez,la concordia,3,31,1.69,4.74,146.94,san cristobal,730
febrero,9499,lunes,20,Isabella,Rodriguez,la concordia,0,32,1.25,3.24,103.68,caracas,730
marzo,3168,miercoles,1,Samantha,Torres,la concordia,0,56,1.25,3.24,181.44,cucuta,578
marzo,1067,martes,24,Lucas,Garcia,la concordia,5,52,1.23,1.96,101.92,cucuta,578
marzo,1067,viernes,19,Lucas,Garcia,la concordia,1,28,0.87,4.34,121.52,caracas,578
marzo,1757,domingo,17,Miguel,Martinez,la concordia,6,1,0.65,4.25,4.25,valencia,578
enero,1645,sabado,6,Juan,Garcia,la concordia,2,33,0.83,3.38,111.54,valencia,735
febrero,1735,martes,28,Miguel,Soto,la concordia,2,72,0.83,3.38,243.36,caracas,730
febrero,4179,sabado,17,Valentina,Jimenez,la concordia,3,47,1.69,4.74,222.78,valencia,730
enero,1876,lunes,19,Lucas,Lopez,la concordia,7,51,0.52,4.78,243.78,valencia,735
enero,9184,lunes,23,Isabella,Torres,la concordia,6,54,0.65,4.25,229.5,valencia,735
enero,8377,martes,3,Mia,Jimenez,las palmas,3,9,1.69,4.74,42.66,caracas,573
febrero,8472,lunes,5,Andrea,Torres,las palmas,2,46,0.83,3.38,155.48,cucuta,634
marzo,1887,miercoles,5,Pedro,Lopez,las palmas,6,95,0.65,4.25,403.75,cucuta,614
febrero,4574,miercoles,28,Sofía,Perez,las palmas,3,70,1.69,4.74,331.8,caracas,634
marzo,3635,martes,20,Juan,Martinez,las palmas,6,24,0.65,4.25,102.0,san cristobal,614
enero,1212,jueves,14,Miguel,Rodriguez,las palmas,1,21,0.87,4.34,91.14,valencia,573
enero,1378,jueves,2,Andrea,Rodriguez,las palmas,7,79,0.52,4.78,377.62,cucuta,573
marzo,9771,domingo,18,Valentina,Martinez,las palmas,0,27,1.25,3.24,87.48,caracas,614
marzo,8023,jueves,28,Valentina,Sanchez,las palmas,3,1,1.69,4.74,4.74,valencia,614
enero,8240,domingo,13,Juan,Gonzalez,las palmas,3,28,1.69,4.74,132.72,san cristobal,573
enero,7805,martes,30,Valentina,Soto,las palmas,2,27,0.83,3.38,91.26,cucuta,573
febrero,7401,viernes,17,Lucas,Sanchez,las palmas,4,11,1.8,4.88,53.68,cucuta,634
enero,1067,viernes,18,Lucas,Garcia,las palmas,1,91,0.87,4.34,394.94,valencia,573
enero,3168,jueves,23,Samantha,Torres,las palmas,4,5,1.8,4.88,24.4,caracas,573
marzo,8343,domingo,17,Lucas,Rodriguez,las palmas,5,20,1.23,1.96,39.2,san cristobal,614
marzo,2519,domingo,15,Mia,Perez,las palmas,6,47,0.65,4.25,199.75,cucuta,614
enero,1656,lunes,4,Andrea,Perez,las palmas,0,67,1.25,3.24,217.08,caracas,573
marzo,9178,viernes,27,Isabella,Lopez,las palmas,7,46,0.52,4.78,219.88,caracas,614
enero,8517,jueves,6,Mia,Soto,las palmas,7,90,0.52,4.78,430.2,valencia,573
marzo,7401,jueves,3,Lucas,Sanchez,las palmas,0,72,1.25,3.24,233.28,san cristobal,614
marzo,4480,lunes,1,Juan,Sanchez,las palmas,1,29,0.87,4.34,125.86,san cristobal,614
enero,9512,viernes,6,Samantha,Martinez,las palmas,5,88,1.23,1.96,172.48,valencia,573
marzo,7211,lunes,22,Sofía,Torres,las palmas,6,14,0.65,4.25,59.5,san cristobal,614
enero,4530,miercoles,22,Sofía,Rodriguez,las palmas,4,80,1.8,4.88,390.4,cucuta,573
marzo,2519,miercoles,27,Mia,Perez,las palmas,0,87,1.25,3.24,281.88,caracas,614
enero,4516,sabado,2,Samantha,Lopez,las palmas,1,31,0.87,4.34,134.54,caracas,573
marzo,9499,lunes,16,Isabella,Rodriguez,las palmas,7,53,0.52,4.78,253.34,caracas,614
marzo,5815,martes,5,Lucas,Soto,las palmas,6,1,0.65,4.25,4.25,cucuta,614
enero,8083,jueves,10,Samantha,Rodriguez,las palmas,6,53,0.65,4.25,225.25,caracas,573
marzo,1244,jueves,10,Valentina,Garcia,las palmas,2,98,0.83,3.38,331.24,cucuta,614
marzo,4480,lunes,8,Juan,Sanchez,las palmas,3,19,1.69,4.74,90.06,san cristobal,614
marzo,4516,martes,29,Samantha,Lopez,las palmas,7,88,0.52,4.78,420.64,valencia,614
febrero,9731,martes,28,Andrea,Gonzalez,las palmas,3,47,1.69,4.74,222.78,valencia,634
marzo,7305,lunes,30,Miguel,Garcia,las palmas,3,31,1.69,4.74,146.94,caracas,614
marzo,1469,martes,17,Juan,Rodriguez,las palmas,1,76,0.87,4.34,329.84,valencia,614
marzo,2678,viernes,29,Andrea,Sanchez,las palmas,3,79,1.69,4.74,374.46,cucuta,614
febrero,5496,domingo,9,Juan,Perez,las palmas,4,12,1.8,4.88,58.56,cucuta,634
enero,2531,jueves,10,Lucas,Torres,las palmas,5,66,1.23,1.96,129.36,valencia,573
marzo,7955,jueves,4,Pedro,Sanchez,las palmas,4,88,1.8,4.88,429.44,valencia,614
febrero,2678,martes,2,Andrea,Sanchez,las palmas,1,85,0.87,4.34,368.9,caracas,634
febrero,9178,jueves,27,Isabella,Lopez,las palmas,3,5,1.69,4.74,23.7,caracas,634
febrero,8980,miercoles,5,Valentina,Lopez,las palmas,0,63,1.25,3.24,204.12,caracas,634
febrero,6790,lunes,20,Sofía,Jimenez,las palmas,3,15,1.69,4.74,71.1,cucuta,634
marzo,6023,viernes,25,Lucas,Martinez,las palmas,3,45,1.69,4.74,213.3,caracas,614
marzo,4309,lunes,30,Valentina,Torres,las palmas,4,20,1.8,4.88,97.6,valencia,614
enero,8083,domingo,9,Samantha,Rodriguez,las palmas,3,24,1.69,4.74,113.76,cucuta,573
marzo,1589,martes,11,Andrea,Martinez,las palmas,4,33,1.8,4.88,161.04,caracas,614
marzo,4516,miercoles,29,Samantha,Lopez,las palmas,2,37,0.83,3.38,125.06,caracas,614
marzo,2608,sabado,22,Valentina,Gonzalez,las palmas,4,38,1.8,4.88,185.44,san cristobal,614
febrero,4712,martes,23,Pedro,Gonzalez,las palmas,5,77,1.23,1.96,150.92,caracas,634
enero,1886,miercoles,3,Juan,Lopez,el paraiso,4,49,1.8,4.88,239.12,valencia,734
marzo,3635,martes,13,Juan,Martinez,el paraiso,4,71,1.8,4.88,346.48,cucuta,784
marzo,6270,viernes,27,Sofía,Sanchez,el paraiso,1,45,0.87,4.34,195.3,cucuta,784
marzo,4521,domingo,11,Isabella,Sanchez,el paraiso,7,63,0.52,4.78,301.14,caracas,784
marzo,4179,sabado,17,Valentina,Jimenez,el paraiso,1,84,0.87,4.34,364.56,caracas,784
marzo,1244,lunes,24,Valentina,Garcia,el paraiso,3,17,1.69,4.74,80.58,san cristobal,784
enero,3633,martes,2,Pedro,Rodriguez,el paraiso,7,81,0.52,4.78,387.18,cucuta,734
marzo,6025,martes,3,Samantha,Garcia,el paraiso,0,8,1.25,3.24,25.92,san cristobal,784
febrero,7805,sabado,22,Valentina,Soto,el paraiso,6,57,0.65,4.25,242.25,valencia,686
enero,6843,martes,25,Andrea,Lopez,el paraiso,5,91,1.23,1.96,178.36,caracas,734
marzo,4235,miercoles,29,Mia,Lopez,el paraiso,5,29,1.23,1.96,56.84,valencia,784
febrero,4530,viernes,15,Sofía,Rodriguez,el paraiso,7,13,0.52,4.78,62.14,caracas,686
marzo,8023,miercoles,5,Valentina,Sanchez,el paraiso,0,33,1.25,3.24,106.92,cucuta,784
febrero,1212,jueves,9,Miguel,Rodriguez,el paraiso,0,16,1.25,3.24,51.84,caracas,686
enero,2743,sabado,2,Miguel,Perez,el paraiso,5,94,1.23,1.96,184.24,caracas,734
marzo,1212,miercoles,22,Miguel,Rodriguez,el paraiso,6,6,0.65,4.25,25.5,valencia,784
febrero,1378,sabado,5,Andrea,Rodriguez,el paraiso,4,81,1.8,4.88,395.28,san cristobal,686
marzo,1244,martes,5,Valentina,Garcia,el paraiso,6,71,0.65,4.25,301.75,valencia,784
enero,9619,viernes,4,Miguel,Jimenez,el paraiso,3,93,1.69,4.74,440.82,caracas,734
marzo,8452,jueves,29,Mia,Torres,el paraiso,3,22,1.69,4.74,104.28,san cristobal,784
enero,7305,miercoles,16,Miguel,Garcia,el paraiso,4,53,1.8,4.88,258.64,cucuta,734
marzo,9771,domingo,21,Valentina,Martinez,el paraiso,2,16,0.83,3.38,54.08,caracas,784
enero,6843,sabado,14,Andrea,Lopez,el paraiso,3,84,1.69,4.74,398.16,cucuta,734
marzo,8343,viernes,10,Lucas,Rodriguez,el paraiso,5,4,1.23,1.96,7.84,cucuta,784
enero,1876,viernes,21,Lucas,Lopez,el paraiso,5,8,1.23,1.96,15.68,caracas,734
marzo,8377,lunes,10,Mia,Jimenez,el paraiso,4,86,1.8,4.88,419.68,caracas,784
febrero,2608,sabado,3,Valentina,Gonzalez,el paraiso,3,7,1.69,4.74,33.18,cucuta,686
marzo,9771,domingo,1,Valentina,Martinez,el paraiso,7,97,0.52,4.78,463.66,cucuta,784
marzo,4712,martes,16,Pedro,Gonzalez,el paraiso,6,96,0.65,4.25,408.0,san cristobal,784
enero,8980,viernes,15,Valentina,Lopez,el paraiso,5,34,1.23,1.96,66.64,valencia,734
febrero,7328,lunes,16,Juan,Soto,el paraiso,3,56,1.69,4.74,265.44,san cristobal,686
marzo,4574,miercoles,13,Sofía,Perez,el paraiso,4,14,1.8,4.88,68.32,valencia,784
enero,6715,jueves,19,Lucas,Perez,el paraiso,4,74,1.8,4.88,361.12,caracas,734
marzo,3289,jueves,6,Pedro,Martinez,el paraiso,5,51,1.23,1.96,99.96,san cristobal,784
enero,1378,martes,13,Andrea,Rodriguez,el paraiso,4,23,1.8,4.88,112.24,caracas,734
enero,1879,jueves,12,Pedro,Garcia,el paraiso,1,85,0.87,4.34,368.9,cucuta,734
febrero,1067,domingo,26,Lucas,Garcia,el paraiso,3,79,1.69,4.74,374.46,caracas,686
enero,7211,viernes,1,Sofía,Torres,el paraiso,7,68,0.52,4.78,325.04,cucuta,734
febrero,1879,domingo,27,Pedro,Garcia,el paraiso,3,26,1.69,4.74,123.24,san cristobal,686
enero,7242,jueves,3,Lucas,Jimenez,el paraiso,0,63,1.25,3.24,204.12,valencia,734
febrero,6091,domingo,7,Samantha,Jimenez,el paraiso,3,66,1.69,4.74,312.84,valencia,686
enero,9178,jueves,6,Isabella,Lopez,el paraiso,3,87,1.69,4.74,412.38,cucuta,734
febrero,2650,jueves,3,Andrea,Jimenez,el paraiso,6,3,0.65,4.25,12.75,san cristobal,686
enero,9178,sabado,14,Isabella,Lopez,el paraiso,7,29,0.52,4.78,138.62,cucuta,734
enero,8326,miercoles,9,Sofía,Garcia,el paraiso,4,58,1.8,4.88,283.04,caracas,734
enero,9619,domingo,6,Miguel,Jimenez,el paraiso,2,26,0.83,3.38,87.88,san cristobal,734
febrero,1953,miercoles,2,Isabella,Jimenez,el paraiso,7,64,0.52,4.78,305.92,san cristobal,686
marzo,6091,miercoles,1,Samantha,Jimenez,el paraiso,6,26,0.65,4.25,110.5,valencia,784
enero,2531,miercoles,15,Lucas,Torres,el paraiso,5,1,1.23,1.96,1.96,valencia,734
marzo,4480,martes,10,Juan,Sanchez,el paraiso,3,95,1.69,4.74,450.3,cucuta,784
febrero,3635,miercoles,20,Juan,Martinez,el sol,6,54,0.65,4.25,229.5,san cristobal,504
febrero,9512,martes,2,Samantha,Martinez,el sol,6,39,0.65,4.25,165.75,san cristobal,504
febrero,4521,viernes,15,Isabella,Sanchez,el sol,2,20,0.83,3.38,67.6,cucuta,504
marzo,2743,domingo,17,Miguel,Perez,el sol,5,13,1.23,1.96,25.48,san cristobal,616
enero,8452,viernes,20,Mia,Torres,el sol,4,29,1.8,4.88,141.52,caracas,652
febrero,6333,miercoles,8,Isabella,Garcia,el sol,5,63,1.23,1.96,123.48,san cristobal,504
febrero,1378,sabado,9,Andrea,Rodriguez,el sol,1,38,0.87,4.34,164.92,cucuta,504
enero,6136,domingo,12,Andrea,Soto,el sol,6,17,0.65,4.25,72.25,san cristobal,652
marzo,8182,viernes,4,Juan,Torres,el sol,3,20,1.69,4.74,94.8,caracas,616
febrero,9401,martes,25,Sofía,Soto,el sol,1,18,0.87,4.34,78.12,caracas,504
enero,5496,viernes,21,Juan,Perez,el sol,2,66,0.83,3.38,223.08,caracas,652
febrero,7401,miercoles,6,Lucas,Sanchez,el sol,1,67,0.87,4.34,290.78,caracas,504
marzo,6843,miercoles,15,Andrea,Lopez,el sol,7,22,0.52,4.78,105.16,cucuta,616
febrero,8718,jueves,7,Pedro,Jimenez,el sol,6,45,0.65,4.25,191.25,valencia,504
febrero,4516,lunes,7,Samantha,Lopez,el sol,4,32,1.8,4.88,156.16,caracas,504
febrero,3633,jueves,9,Pedro,Rodriguez,el sol,0,60,1.25,3.24,194.4,cucuta,504
enero,2977,jueves,30,Valentina,Rodriguez,el sol,3,16,1.69,4.74,75.84,san cristobal,652
enero,1656,domingo,8,Andrea,Perez,el sol,3,79,1.69,4.74,374.46,cucuta,652
febrero,7328,viernes,14,Juan,Soto,el sol,0,84,1.25,3.24,272.16,san cristobal,504
marzo,7751,jueves,29,Mia,Garcia,el sol,7,100,0.52,4.78,478.0,caracas,616
febrero,8778,domingo,17,Samantha,Perez,el sol,5,23,1.23,1.96,45.08,valencia,504
enero,6025,viernes,12,Samantha,Garcia,el sol,6,56,0.65,4.25,238.0,valencia,652
febrero,8452,jueves,26,Mia,Torres,el sol,1,37,0.87,4.34,160.58,valencia,504
